venue,family,sample_from,sample_to,publication_year,openalex_id,doi,title,title_words,abstract_words,abstract_sentences,abstract_sha256,sentence_word_lengths,title_has_colon,title_has_question,title_has_acronym,uses_first_person,contains_numeric_evidence,strong_verb_count,hedge_count,first_sentence_move,final_sentence_move,move_context,move_gap_or_problem,move_contribution,move_result,move_implication,move_limitation_or_boundary
Nature,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4416386032,https://doi.org/10.1038/s41586-025-09729-x,A skin-permeable polymer for non-invasive transdermal insulin delivery,8,237,7,a1b99603e3efa17fbb7d7179c84b974e4648581ae281e4d2778c01c89178a093,22;27;30;30;36;60;32,False,False,False,True,True,2,2,other,implication,False,True,True,True,True,False
Nature,journal,2024-01-01,2026-08-30,2026,https://openalex.org/W7133517193,https://doi.org/10.1038/s41586-026-10234-y,Advancing operational global aerosol forecasting with machine learning,8,234,9,990b88973df0a799bb58208ed7eab53c07a75a9cb731bf38a0346f1a83872f08,16;28;26;24;28;30;31;28;23,False,False,False,True,True,2,2,context,other,True,True,True,False,True,False
Nature,journal,2024-01-01,2026-08-30,2026,https://openalex.org/W4409188745,https://doi.org/10.1038/s41586-026-10539-y,β-Arrestin condensates regulate G-protein-coupled receptor function,6,151,7,1acedaecf88a4cb663795b8881c96de1203a84dae91fad016377d330cc2af2b8,21;16;22;17;20;30;25,False,False,False,True,True,2,0,other,other,False,False,True,True,False,False
Nature,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4413345514,https://doi.org/10.1038/s41586-025-09424-x,Thymic epithelial cells amplify epigenetic noise to promote immune tolerance,10,199,8,7c73f9413b15040ddebef67791420e4b808feefe673bae0d202ad19011beb82d,15;13;55;20;17;26;22;31,False,False,False,True,True,2,0,other,other,False,True,True,False,False,False
Nature,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4406155862,https://doi.org/10.1038/s41586-024-08383-z,A rare PRIMER cell state in plant immunity,8,198,10,09ed08bba142d801cdd05f51aeffe3051235270992f21ddc552b780ad36a1ac9,8;19;18;29;21;23;30;17;16;17,False,False,True,True,True,3,1,gap_or_problem,other,False,True,True,True,True,False
Nature,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4413759686,https://doi.org/10.1038/s41586-025-09445-6,Mechanical confinement governs phenotypic plasticity in melanoma,7,219,10,bff217faccea06b68110f97146f8ad19e2587428860aaf43add8b98c949696d8,25;21;12;23;16;29;15;33;30;15,False,False,False,True,True,6,0,other,other,False,True,True,True,False,False
Nature,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4411932288,https://doi.org/10.1038/s41586-025-09211-8,A mouse brain stereotaxic topographic atlas with isotropic 1-μm resolution,11,175,7,9223d3e31e939ae8485b5e24f83840eaa8b2f356453dc87f57ead4ccb2f55618,31;6;22;31;28;28;29,False,False,False,True,True,1,0,other,other,False,True,True,False,False,False
Nature,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4414111773,https://doi.org/10.1038/s41586-025-09450-9,Systematic attribution of heatwaves to the emissions of carbon majors,10,216,10,7bb3a3e8c36fa654657ffd23b34fe402dbefd95b68c6bff8aad00eebe033f23c,19;18;34;12;30;11;17;29;29;17,False,False,False,True,True,5,3,other,other,False,False,True,True,True,False
Nature,journal,2024-01-01,2026-08-30,2024,https://openalex.org/W4403450838,https://doi.org/10.1038/s41586-024-08042-3,Glucose-sensitive insulin with attenuation of hypoglycaemia,6,242,8,593a0e03469a542793db14cc0cfe7afe4317f93b80edb1f02e2ebd73dc75d184,20;49;39;33;37;21;22;21,False,False,False,True,True,3,0,gap_or_problem,other,False,True,True,True,True,False
Nature,journal,2024-01-01,2026-08-30,2024,https://openalex.org/W4401881945,https://doi.org/10.1038/s41586-024-07809-y,Birth of protein folds and functions in the virome,9,200,7,f32c5fb0f34a9870982fae1435550a90324125d361332c4901efec9663559b65,25;36;23;23;27;40;26,False,False,False,True,True,5,1,other,other,False,True,False,False,False,False
Nature,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4408244530,https://doi.org/10.1038/s41586-025-08665-0,Vulnerability of amphibians to global warming,6,208,11,32c9171307a0b1c3dd8988944bd57dbf08b15e38aec8867feb6a1919e8f635ea,18;19;29;20;27;21;25;10;11;17;11,False,False,False,True,True,3,0,gap_or_problem,other,False,True,True,True,True,False
Nature,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4410815792,https://doi.org/10.1038/s41586-025-09065-0,Domesticated cannabinoid synthases amid a wild mosaic cannabis pangenome,9,232,8,4f2af4c20df9c18767c7ec3c99d9411b11f0d16888ecddd309262eeea4ee30be,13;22;30;33;35;41;27;31,False,False,False,True,True,2,2,other,other,False,True,True,False,False,False
Nature,journal,2024-01-01,2026-08-30,2026,https://openalex.org/W7165778512,https://doi.org/10.1038/s41586-026-10708-z,"Ductile alloys offering 100 MPa tensile strength at 2,400 °C",11,237,9,b359740313e9fe38719dade53e5318a21e89bf68e5792f9ebed7f0d4ce65fa24,23;16;31;12;33;59;20;23;20,False,False,False,True,True,3,1,other,other,False,False,True,True,True,False
Nature,journal,2024-01-01,2026-08-30,2024,https://openalex.org/W4404566912,https://doi.org/10.1038/s41586-024-08189-z,A multi-omic atlas of human embryonic skeletal development,8,213,9,20074f765e969def3359071792e70ef1e4f7aee26f8c804f451f9a150f0a4dac,17;18;36;32;26;15;19;24;26,False,False,False,True,True,2,1,other,other,False,False,True,False,False,False
Nature,journal,2024-01-01,2026-08-30,2024,https://openalex.org/W4403680135,https://doi.org/10.1038/s41586-024-08046-z,Bureaucrat incentives reduce crop burning and child mortality in South Asia,11,265,11,b190967600a12512c377c49e0d94bc9ae906a7d5fb122b1622707179db77b576,17;17;9;11;17;53;9;16;36;35;45,False,False,False,True,True,4,2,other,other,False,True,True,True,False,False
Nature,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4413020565,https://doi.org/10.1038/s41586-025-09324-0,One-third of Sun-like stars are born with misaligned planet-forming disks,10,263,9,8d9261e417d36c48d44c1b71f66f26c2108d7bd3d44958da3e473acf54f15cb2,28;28;26;26;35;29;18;32;41,False,False,False,True,True,2,4,other,other,False,False,True,False,False,False
Nature,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4411627418,https://doi.org/10.1038/s41586-025-08972-6,Computer-vision research powers surveillance technology,5,221,11,a2fa39c41a6eca0297f4faa34070a8a6e090485e4731c30688b72f4f31914a1d,33;12;31;26;25;14;12;9;31;11;17,False,False,False,True,True,6,2,other,other,False,True,True,True,False,False
Nature,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4412150885,https://doi.org/10.1038/s41586-025-09231-4,Phylogenetically informative proteins from an Early Miocene rhinocerotid,8,272,10,3f2d43f8c047959dca62f0bcd812181e0f95d85ce73951ee93a6171239e9adc5,21;33;31;22;27;23;23;31;32;29,False,False,False,True,True,4,1,other,other,False,False,True,False,False,False
Nature,journal,2024-01-01,2026-08-30,2026,https://openalex.org/W7151737081,https://doi.org/10.1038/s41586-026-10337-6,DNA damage drives antigen diversification in Trypanosoma brucei,8,161,7,8f027ebe67ea74fcf70588569c38aa053bf6c3af278a55f5ead4f57515e22404,16;15;39;13;36;17;25,False,False,True,True,True,1,1,other,implication,False,True,True,True,True,False
Nature,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4414457544,https://doi.org/10.1038/s41586-025-09533-7,A haplotype-based evolutionary history of barley domestication,7,184,8,5327cc115eda9e3df34c75146c70dc440a5f3f0e893754890535beda0d9c9371,17;21;39;22;29;9;20;27,False,False,False,True,True,1,1,other,other,False,False,False,False,True,False
Nature,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4414457751,https://doi.org/10.1038/s41586-025-09549-z,Design of facilitated dissociation enables timing of cytokine signalling,9,190,6,6ee45d96024660ec0d1debbbfc9a97863b870b0aef26fa1b2285dd3c377765fa,23;29;40;31;31;36,False,False,False,True,True,2,0,other,other,False,False,True,True,False,False
Nature,journal,2024-01-01,2026-08-30,2024,https://openalex.org/W4391383756,https://doi.org/10.1038/s41586-023-06946-0,High-quality semiconductor fibres via mechanical design,6,203,6,99d68f8364aed10b1b1ea8705f239ab13e024ab2bfd409bd64aa5452dc26b465,48;28;29;42;27;29,False,False,False,True,True,2,0,other,other,False,True,True,True,True,False
Nature,journal,2024-01-01,2026-08-30,2024,https://openalex.org/W4405029577,https://doi.org/10.1038/s41586-024-08282-3,Synthetic GPCRs for programmable sensing and control of cell behaviour,10,245,10,3c5785190f6720fbe9dc3fee9a39c8b89834a2485a087fb573c4e3414e1b2034,17;25;27;16;22;27;22;34;19;36,False,False,False,True,True,4,0,other,other,False,True,True,True,True,False
Nature,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4413946611,https://doi.org/10.1038/s41586-025-09226-1,Brain-wide representations of prior information in mouse decision-making,8,186,7,1d19cfb8b0103b36877d0a0fe1f8e2bf56a8884be0956acf0e12765832b07948,0;19;33;14;62;34;24,False,False,False,True,True,2,2,other,other,False,False,False,True,True,False
Nature,journal,2024-01-01,2026-08-30,2024,https://openalex.org/W4405514987,https://doi.org/10.1038/s41586-024-08333-9,Nucleosome fibre topology guides transcription factor binding to enhancers,9,164,8,2e88b77391cd4c2cca90028c405015ba6ace5b2552217829bdb7623a29494bc6,19;20;29;15;22;18;19;22,False,False,False,True,False,1,0,other,contribution,False,True,True,True,False,False
Nature,journal,2024-01-01,2026-08-30,2026,https://openalex.org/W7140309171,https://doi.org/10.1038/s41586-026-10273-5,Inactivating SnRK1β1A promotes broad-spectrum disease resistance in rice,11,246,9,8d523ab1b37bbe5ca4cf056de52cd322e33ca0de550bb3e4fa83a566f0bf4213,25;42;11;20;33;31;27;28;29,False,False,False,True,False,4,0,other,other,False,True,True,True,True,False
Nature,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4412479105,https://doi.org/10.1038/s41586-025-09261-y,Mitochondrial origins of the pressure to sleep,7,244,8,be0893b4215b9f8254c54aeebf410b1927d26acfb5524bf1172423b26576c02a,34;39;36;23;34;28;37;13,False,False,False,True,True,0,2,other,other,False,False,True,True,False,False
Nature,journal,2024-01-01,2026-08-30,2024,https://openalex.org/W4392228819,https://doi.org/10.1038/s41586-024-07138-0,Crym-positive striatal astrocytes gate perseverative behaviour,6,202,8,c809615bc70b594cce7d69691938e619c0320ed96e5f95e898e1048ecda9c94e,13;14;36;37;20;21;31;30,False,False,False,True,True,5,2,other,other,False,True,True,True,False,False
Nature,journal,2024-01-01,2026-08-30,2026,https://openalex.org/W4405626959,https://doi.org/10.1038/s41586-026-10168-5,High-precision measurement of the W boson mass with the CMS experiment,11,223,8,515e4005aad2f90839021910d0785f03978322bc9fb7ff0f536f281f31341bad,25;19;25;17;42;40;18;37,False,False,True,True,True,0,1,other,other,True,True,True,True,False,False
Nature,journal,2024-01-01,2026-08-30,2024,https://openalex.org/W4390940878,https://doi.org/10.1038/s41586-023-06922-8,Affinity-optimizing enhancer variants disrupt development,5,227,10,6e709ccac38aa9612b499e050f185e63ab213a5d201d25b2e34582262fe9d38c,21;18;14;21;24;35;15;36;25;18,False,False,False,True,True,3,1,other,other,False,True,True,True,False,False
Nature,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4414280321,https://doi.org/10.1038/s41586-025-09545-3,Structural basis for mTORC1 activation on the lysosomal membrane,10,201,8,f1a29c2a9255309ebcd113ce4fc83728e20d023c747343291747634f9d637f5a,34;20;24;13;12;21;56;21,False,False,False,True,True,1,0,other,other,False,False,True,False,False,False
Nature,journal,2024-01-01,2026-08-30,2024,https://openalex.org/W4401794136,https://doi.org/10.1038/s41586-024-07831-0,Highly variable magmatic accretion at the ultraslow-spreading Gakkel Ridge,9,169,8,6c9c3e77e3a95ae7dd18e295f01c124b805dbf0f4a175fc8a68ae1adc103b32a,0;32;37;21;24;15;17;23,False,False,False,True,True,1,0,other,other,False,False,False,True,False,False
